ts,asset_id,part,tag,value,unit,quality,source
2026-09-12T13:50:00.000-04:00,R3,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R3,R_Machine_Static,busy,1,bool,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R3,R_Machine_Static,set_force_n,1560.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R3,R_Machine_Static,air_bar,5.7,bar,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R4,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R4,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R4,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,R4,R_Machine_Static,air_bar,5.75,bar,192,synthetic:baltec-en20
2026-09-12T13:50:00.000-04:00,PP1,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP1,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP1,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP2,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP2,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP2,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP3,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP3,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP3,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP4,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP4,PP_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP4,PP_Static,vac_kpa,73.3,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP5,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP5,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PP5,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PPW1,WC1_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PPW1,WC1_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PPW1,WC1_Static,vac_kpa,72.2,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PPH1,WC2_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PPH1,WC2_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,PPH1,WC2_Static,vac_kpa,66.1,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,CB1,CB_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,CB1,CB_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,CB1,CB_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:00.000-04:00,RPP1,URjoint1,bus_w,234.0,W,192,synthetic:ur5e-factsheet
2026-09-12T13:50:00.000-04:00,RPP1,URjoint1,joint1_a,2.98,A,192,synthetic:ur5e-factsheet
2026-09-12T13:50:00.000-04:00,RT1,R_Table,cycle_s,2.0,s,192,synthetic:indexer
2026-09-12T13:50:00.000-04:00,RT1,R_Table,busy,1,bool,192,synthetic:indexer
2026-09-12T13:50:00.000-04:00,RT1,R_Table,index_rpm,13,rpm,192,synthetic:indexer
2026-09-12T13:50:00.000-04:00,B1,belt,belt_m_s,0.142,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B1,belt,motor_a,1.09,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B2,belt,belt_m_s,0.141,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B2,belt,motor_a,1.24,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B3,belt,belt_m_s,0.159,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B3,belt,motor_a,1.16,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B4,belt,belt_m_s,0.16,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,B4,belt,motor_a,1.22,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:00.000-04:00,C1,Cs_Camera,cycle_s,2.0,s,192,synthetic:aoi-lux
2026-09-12T13:50:00.000-04:00,C1,Cs_Camera,busy,0,bool,192,synthetic:aoi-lux
2026-09-12T13:50:00.000-04:00,C1,Cs_Camera,lux,889,lx,192,synthetic:aoi-lux
2026-09-12T13:50:01.000-04:00,T1,T_Machine_Static,cycle_s,2.0,s,192,vlft:process
2026-09-12T13:50:01.000-04:00,T1,T_Machine_Static,busy,1,bool,192,vlft:process
2026-09-12T13:50:01.000-04:00,T1,T_Machine_Static,job_id,1,id,192,vlft:process
2026-09-12T13:50:01.000-04:00,T1,T_Machine_Static,torque_nm,0.863,Nm,192,vlft:process
2026-09-12T13:50:01.000-04:00,T1,T_Machine_Static,spindle_rpm,1090,rpm,192,vlft:process
2026-09-12T13:50:01.000-04:00,PI1,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI1,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI1,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI1,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI2,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI2,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI2,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI2,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI3,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI3,PI_Machine_Static,busy,1,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI3,PI_Machine_Static,insert_force_n,335.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI3,PI_Machine_Static,bowl_on,1,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI4,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI4,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI4,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,PI4,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:01.000-04:00,R1,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R1,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R1,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R1,R_Machine_Static,air_bar,5.85,bar,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R2,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R2,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R2,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R2,R_Machine_Static,air_bar,5.84,bar,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R3,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R3,R_Machine_Static,busy,1,bool,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R3,R_Machine_Static,set_force_n,3540.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R3,R_Machine_Static,air_bar,5.93,bar,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R4,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R4,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R4,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,R4,R_Machine_Static,air_bar,5.84,bar,192,synthetic:baltec-en20
2026-09-12T13:50:01.000-04:00,PP1,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP1,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP1,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP2,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP2,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP2,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP3,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP3,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP3,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP4,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP4,PP_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP4,PP_Static,vac_kpa,69.8,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP5,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP5,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PP5,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PPW1,WC1_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PPW1,WC1_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PPW1,WC1_Static,vac_kpa,80.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PPH1,WC2_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PPH1,WC2_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,PPH1,WC2_Static,vac_kpa,63.9,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,CB1,CB_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,CB1,CB_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,CB1,CB_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:01.000-04:00,RPP1,URjoint1,bus_w,231.0,W,192,synthetic:ur5e-factsheet
2026-09-12T13:50:01.000-04:00,RPP1,URjoint1,joint1_a,4.0,A,192,synthetic:ur5e-factsheet
2026-09-12T13:50:01.000-04:00,RT1,R_Table,cycle_s,2.0,s,192,synthetic:indexer
2026-09-12T13:50:01.000-04:00,RT1,R_Table,busy,1,bool,192,synthetic:indexer
2026-09-12T13:50:01.000-04:00,RT1,R_Table,index_rpm,11,rpm,192,synthetic:indexer
2026-09-12T13:50:01.000-04:00,B1,belt,belt_m_s,0.159,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B1,belt,motor_a,1.24,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B2,belt,belt_m_s,0.153,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B2,belt,motor_a,1.25,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B3,belt,belt_m_s,0.15,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B3,belt,motor_a,1.18,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B4,belt,belt_m_s,0.153,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,B4,belt,motor_a,1.12,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:01.000-04:00,C1,Cs_Camera,cycle_s,2.0,s,192,synthetic:aoi-lux
2026-09-12T13:50:01.000-04:00,C1,Cs_Camera,busy,0,bool,192,synthetic:aoi-lux
2026-09-12T13:50:01.000-04:00,C1,Cs_Camera,lux,892,lx,192,synthetic:aoi-lux
2026-09-12T13:50:02.000-04:00,T1,T_Machine_Static,cycle_s,2.0,s,192,vlft:process
2026-09-12T13:50:02.000-04:00,T1,T_Machine_Static,busy,0,bool,192,vlft:process
2026-09-12T13:50:02.000-04:00,T1,T_Machine_Static,job_id,1,id,192,vlft:process
2026-09-12T13:50:02.000-04:00,T1,T_Machine_Static,torque_nm,0.0,Nm,192,vlft:process
2026-09-12T13:50:02.000-04:00,T1,T_Machine_Static,spindle_rpm,0,rpm,192,vlft:process
2026-09-12T13:50:02.000-04:00,PI1,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI1,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI1,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI1,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI2,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI2,PI_Machine_Static,busy,1,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI2,PI_Machine_Static,insert_force_n,326.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI2,PI_Machine_Static,bowl_on,1,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI3,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI3,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI3,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI3,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI4,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI4,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI4,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,PI4,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:02.000-04:00,R1,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R1,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R1,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R1,R_Machine_Static,air_bar,5.78,bar,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R2,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R2,R_Machine_Static,busy,1,bool,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R2,R_Machine_Static,set_force_n,1850.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R2,R_Machine_Static,air_bar,5.9,bar,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R3,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R3,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R3,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R3,R_Machine_Static,air_bar,5.76,bar,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R4,R_Machine_Static,cycle_s,2.0,s,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R4,R_Machine_Static,busy,0,bool,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R4,R_Machine_Static,set_force_n,0.0,N,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,R4,R_Machine_Static,air_bar,5.84,bar,192,synthetic:baltec-en20
2026-09-12T13:50:02.000-04:00,PP1,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP1,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP1,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP2,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP2,PP_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP2,PP_Static,vac_kpa,73.2,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP3,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP3,PP_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP3,PP_Static,vac_kpa,63.4,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP4,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP4,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP4,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP5,PP_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP5,PP_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PP5,PP_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PPW1,WC1_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PPW1,WC1_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PPW1,WC1_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PPH1,WC2_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PPH1,WC2_Static,busy,0,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,PPH1,WC2_Static,vac_kpa,0.0,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,CB1,CB_Static,cycle_s,2.0,s,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,CB1,CB_Static,busy,1,bool,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,CB1,CB_Static,vac_kpa,74.2,kPa,192,synthetic:vac-gripper
2026-09-12T13:50:02.000-04:00,RPP1,URjoint1,bus_w,79.6,W,192,synthetic:ur5e-factsheet
2026-09-12T13:50:02.000-04:00,RPP1,URjoint1,joint1_a,0.4,A,192,synthetic:ur5e-factsheet
2026-09-12T13:50:02.000-04:00,RT1,R_Table,cycle_s,2.0,s,192,synthetic:indexer
2026-09-12T13:50:02.000-04:00,RT1,R_Table,busy,0,bool,192,synthetic:indexer
2026-09-12T13:50:02.000-04:00,RT1,R_Table,index_rpm,0,rpm,192,synthetic:indexer
2026-09-12T13:50:02.000-04:00,B1,belt,belt_m_s,0.159,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B1,belt,motor_a,1.23,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B2,belt,belt_m_s,0.142,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B2,belt,motor_a,1.12,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B3,belt,belt_m_s,0.153,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B3,belt,motor_a,1.14,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B4,belt,belt_m_s,0.156,m/s,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,B4,belt,motor_a,1.12,A,192,synthetic:dorner-gearmotor
2026-09-12T13:50:02.000-04:00,C1,Cs_Camera,cycle_s,2.0,s,192,synthetic:aoi-lux
2026-09-12T13:50:02.000-04:00,C1,Cs_Camera,busy,1,bool,192,synthetic:aoi-lux
2026-09-12T13:50:02.000-04:00,C1,Cs_Camera,lux,927,lx,192,synthetic:aoi-lux
2026-09-12T13:50:03.000-04:00,T1,T_Machine_Static,cycle_s,2.0,s,192,vlft:process
2026-09-12T13:50:03.000-04:00,T1,T_Machine_Static,busy,0,bool,192,vlft:process
2026-09-12T13:50:03.000-04:00,T1,T_Machine_Static,job_id,1,id,192,vlft:process
2026-09-12T13:50:03.000-04:00,T1,T_Machine_Static,torque_nm,0.0,Nm,192,vlft:process
2026-09-12T13:50:03.000-04:00,T1,T_Machine_Static,spindle_rpm,0,rpm,192,vlft:process
2026-09-12T13:50:03.000-04:00,PI1,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI1,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI1,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI1,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI2,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI2,PI_Machine_Static,busy,1,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI2,PI_Machine_Static,insert_force_n,229.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI2,PI_Machine_Static,bowl_on,1,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI3,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI3,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI3,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI3,PI_Machine_Static,bowl_on,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI4,PI_Machine_Static,cycle_s,2.0,s,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI4,PI_Machine_Static,busy,0,bool,192,synthetic:vlft-pi
2026-09-12T13:50:03.000-04:00,PI4,PI_Machine_Static,insert_force_n,0.0,N,192,synthetic:vlft-pi
